I,II,RESP,SCG,timestamp
-0.036,-0.053,0.094,0.824,0.026199999999789725
-0.036,-0.053,0.094,0.796,0.026400000000194268
-0.036,-0.053,0.094,0.796,0.026600000000144064
-0.036,-0.053,0.094,0.796,0.02680000000009386
-0.036,-0.053,0.094,0.764,0.027000000000043656
-0.036,-0.053,0.095,0.764,0.02719999999999345
-0.036,-0.053,0.095,0.764,0.027399999999943248
-0.036,-0.053,0.095,0.733,0.027599999999893043
-0.036,-0.053,0.095,0.733,0.02779999999984284
-0.036,-0.053,0.095,0.733,0.027999999999792635
-0.036,-0.053,0.095,0.733,0.02820000000019718
-0.036,-0.053,0.095,0.704,0.028400000000146974
-0.036,-0.053,0.095,0.704,0.02860000000009677
-0.036,-0.053,0.095,0.704,0.028800000000046566
-0.036,-0.053,0.095,0.673,0.028999999999996362
-0.036,-0.053,0.095,0.673,0.029199999999946158
-0.036,-0.053,0.095,0.641,0.029399999999895954
-0.036,-0.053,0.095,0.641,0.02959999999984575
-0.036,-0.053,0.095,0.613,0.029799999999795546
-0.036,-0.053,0.095,0.613,0.03000000000020009
-0.036,-0.053,0.095,0.581,0.030200000000149885
-0.036,-0.053,0.095,0.549,0.03040000000009968
-0.036,-0.053,0.096,0.549,0.030600000000049477
-0.036,-0.053,0.096,0.521,0.030799999999999272
-0.036,-0.053,0.096,0.49,0.03099999999994907
-0.037,-0.053,0.096,0.458,0.031199999999898864
-0.037,-0.052,0.096,0.43,0.03139999999984866
-0.037,-0.052,0.096,0.398,0.031599999999798456
-0.037,-0.052,0.096,0.366,0.031800000000203
-0.037,-0.052,0.096,0.338,0.032000000000152795
-0.037,-0.052,0.096,0.306,0.03220000000010259
-0.037,-0.052,0.096,0.275,0.03240000000005239
-0.037,-0.052,0.096,0.247,0.03260000000000218
-0.037,-0.052,0.096,0.247,0.03279999999995198
-0.037,-0.052,0.096,0.215,0.032999999999901775
-0.037,-0.052,0.096,0.215,0.03319999999985157
-0.037,-0.052,0.096,0.183,0.033399999999801366
-0.037,-0.052,0.096,0.155,0.03360000000020591
-0.037,-0.052,0.096,0.155,0.033800000000155705
-0.037,-0.052,0.096,0.123,0.0340000000001055
-0.037,-0.052,0.096,0.092,0.0342000000000553
-0.037,-0.052,0.096,0.063,0.03440000000000509
-0.037,-0.052,0.096,0.032,0.03459999999995489
-0.037,-0.052,0.096,0.0,0.034799999999904685
-0.037,-0.052,0.096,0.0,0.03499999999985448
-0.037,-0.052,0.096,-0.028,0.03519999999980428
-0.037,-0.052,0.097,-0.06,0.03540000000020882
-0.037,-0.052,0.097,-0.06,0.035600000000158616
-0.037,-0.052,0.097,-0.092,0.03580000000010841
-0.037,-0.052,0.097,-0.12,0.03600000000005821
-0.037,-0.052,0.097,-0.12,0.036200000000008004
-0.036,-0.052,0.097,-0.151,0.0363999999999578
-0.036,-0.052,0.097,-0.183,0.036599999999907595
-0.036,-0.052,0.097,-0.183,0.03679999999985739
-0.036,-0.052,0.097,-0.211,0.03699999999980719
-0.036,-0.052,0.097,-0.243,0.03720000000021173
-0.036,-0.052,0.097,-0.275,0.037400000000161526
-0.036,-0.052,0.097,-0.303,0.03760000000011132
-0.036,-0.052,0.097,-0.335,0.03780000000006112
-0.036,-0.052,0.097,-0.366,0.038000000000010914
-0.036,-0.052,0.097,-0.395,0.03819999999996071
-0.036,-0.052,0.097,-0.426,0.038399999999910506
-0.036,-0.052,0.097,-0.458,0.0385999999998603
-0.036,-0.052,0.097,-0.486,0.0387999999998101
-0.036,-0.052,0.097,-0.518,0.03900000000021464
-0.036,-0.052,0.097,-0.549,0.03920000000016444
-0.036,-0.052,0.098,-0.578,0.03940000000011423
-0.036,-0.052,0.098,-0.609,0.03960000000006403
-0.036,-0.052,0.098,-0.609,0.039800000000013824
-0.035,-0.052,0.098,-0.641,0.03999999999996362
-0.035,-0.052,0.098,-0.669,0.040199999999913416
-0.035,-0.052,0.098,-0.701,0.04039999999986321
-0.035,-0.052,0.098,-0.733,0.04059999999981301
-0.035,-0.052,0.098,-0.761,0.04080000000021755
-0.035,-0.052,0.098,-0.793,0.04100000000016735
-0.035,-0.052,0.098,-0.824,0.04120000000011714
-0.035,-0.052,0.098,-0.852,0.04140000000006694
-0.035,-0.052,0.098,-0.852,0.041600000000016735
-0.035,-0.052,0.098,-0.884,0.04179999999996653
-0.035,-0.052,0.098,-0.916,0.041999999999916326
-0.035,-0.052,0.098,-0.944,0.04219999999986612
-0.035,-0.052,0.098,-0.976,0.04239999999981592
-0.035,-0.052,0.098,-1.007,0.04260000000022046
-0.035,-0.052,0.098,-1.036,0.04280000000017026
-0.035,-0.052,0.098,-1.067,0.04300000000012005
-0.035,-0.052,0.098,-1.099,0.04320000000006985
-0.035,-0.052,0.099,-1.127,0.043400000000019645
-0.035,-0.052,0.099,-1.159,0.04359999999996944
-0.035,-0.052,0.099,-1.159,0.04379999999991924
-0.035,-0.052,0.099,-1.191,0.04399999999986903
-0.034,-0.052,0.099,-1.191,0.04419999999981883
-0.034,-0.052,0.099,-1.219,0.04440000000022337
-0.034,-0.052,0.099,-1.219,0.04460000000017317
-0.034,-0.052,0.099,-1.25,0.044800000000122964
-0.034,-0.052,0.099,-1.282,0.04500000000007276
-0.034,-0.052,0.099,-1.282,0.045200000000022555
-0.034,-0.052,0.099,-1.31,0.04539999999997235
-0.034,-0.052,0.099,-1.342,0.04559999999992215
-0.034,-0.052,0.099,-1.374,0.04579999999987194
-0.034,-0.052,0.099,-1.402,0.04599999999982174
-0.034,-0.051,0.099,-1.434,0.04620000000022628
-0.034,-0.051,0.099,-1.465,0.04640000000017608
-0.034,-0.051,0.099,-1.493,0.046600000000125874
-0.034,-0.051,0.099,-1.525,0.04680000000007567
-0.034,-0.051,0.099,-1.557,0.047000000000025466
-0.034,-0.051,0.099,-1.585,0.04719999999997526
-0.034,-0.051,0.099,-1.585,0.04739999999992506
-0.034,-0.051,0.099,-1.617,0.047599999999874854
-0.034,-0.051,0.099,-1.617,0.04779999999982465
-0.034,-0.051,0.099,-1.648,0.047999999999774445
-0.034,-0.051,0.099,-1.648,0.04820000000017899
-0.034,-0.051,0.099,-1.648,0.048400000000128784
-0.034,-0.051,0.099,-1.677,0.04860000000007858
-0.034,-0.051,0.099,-1.677,0.048800000000028376
-0.034,-0.05,0.1,-1.708,0.04899999999997817
-0.034,-0.05,0.1,-1.708,0.04919999999992797
-0.034,-0.05,0.1,-1.74,0.049399999999877764
-0.034,-0.05,0.1,-1.74,0.04959999999982756
-0.034,-0.05,0.1,-1.768,0.049799999999777356
-0.034,-0.05,0.1,-1.768,0.0500000000001819
-0.034,-0.05,0.1,-1.8,0.050200000000131695
-0.033,-0.05,0.1,-1.832,0.05040000000008149
-0.033,-0.05,0.1,-1.832,0.05060000000003129
-0.033,-0.05,0.1,-1.86,0.05079999999998108
-0.033,-0.049,0.1,-1.86,0.05099999999993088
-0.033,-0.049,0.1,-1.892,0.051199999999880674
-0.033,-0.049,0.1,-1.892,0.05139999999983047
-0.033,-0.049,0.1,-1.923,0.051599999999780266
-0.033,-0.049,0.1,-1.923,0.05180000000018481
-0.033,-0.049,0.1,-1.951,0.052000000000134605
-0.033,-0.049,0.1,-1.951,0.0522000000000844
-0.033,-0.049,0.1,-1.983,0.0524000000000342
-0.033,-0.049,0.1,-1.983,0.05259999999998399
-0.033,-0.049,0.1,-2.015,0.05279999999993379
-0.033,-0.049,0.1,-2.015,0.052999999999883585
-0.033,-0.049,0.1,-2.043,0.05319999999983338
-0.033,-0.049,0.101,-2.043,0.053399999999783176
-0.033,-0.049,0.101,-2.043,0.05360000000018772
-0.033,-0.049,0.101,-2.075,0.053800000000137516
-0.033,-0.049,0.101,-2.075,0.05400000000008731
-0.033,-0.049,0.101,-2.075,0.05420000000003711
-0.033,-0.049,0.101,-2.106,0.0543999999999869
-0.033,-0.049,0.101,-2.106,0.0545999999999367
-0.033,-0.048,0.101,-2.106,0.054799999999886495
-0.033,-0.048,0.101,-2.106,0.05499999999983629
-0.033,-0.048,0.101,-2.135,0.05519999999978609
-0.033,-0.048,0.101,-2.135,0.05540000000019063
-0.033,-0.048,0.101,-2.135,0.055600000000140426
-0.033,-0.048,0.101,-2.135,0.05580000000009022
-0.033,-0.048,0.101,-2.166,0.05600000000004002
-0.033,-0.048,0.101,-2.166,0.056199999999989814
-0.033,-0.048,0.101,-2.166,0.05639999999993961
-0.033,-0.048,0.101,-2.166,0.056599999999889405
-0.033,-0.048,0.101,-2.166,0.0567999999998392
-0.033,-0.048,0.101,-2.166,0.056999999999789
-0.033,-0.049,0.101,-2.166,0.05720000000019354
-0.033,-0.049,0.101,-2.166,0.057400000000143336
-0.033,-0.049,0.101,-2.166,0.05760000000009313
-0.033,-0.049,0.102,-2.166,0.05780000000004293
-0.033,-0.049,0.102,-2.166,0.057999999999992724
-0.033,-0.049,0.102,-2.166,0.05819999999994252
-0.033,-0.049,0.102,-2.166,0.058399999999892316
-0.033,-0.049,0.102,-2.166,0.05859999999984211
-0.033,-0.049,0.102,-2.198,0.05879999999979191
-0.033,-0.049,0.102,-2.198,0.05900000000019645
-0.033,-0.049,0.102,-2.198,0.05920000000014625
-0.033,-0.049,0.102,-2.166,0.05940000000009604
-0.033,-0.049,0.102,-2.166,0.05960000000004584
-0.033,-0.049,0.102,-2.166,0.059799999999995634
-0.033,-0.049,0.102,-2.166,0.05999999999994543
-0.033,-0.049,0.102,-2.135,0.060199999999895226
-0.033,-0.049,0.102,-2.135,0.06039999999984502
-0.033,-0.049,0.102,-2.135,0.06059999999979482
-0.033,-0.049,0.102,-2.135,0.06080000000019936
-0.033,-0.049,0.102,-2.106,0.06100000000014916
-0.033,-0.049,0.102,-2.106,0.06120000000009895
-0.033,-0.05,0.102,-2.106,0.06140000000004875
-0.033,-0.05,0.102,-2.106,0.061599999999998545
-0.033,-0.05,0.102,-2.106,0.06179999999994834
-0.033,-0.05,0.102,-2.106,0.06199999999989814
-0.033,-0.05,0.103,-2.106,0.06219999999984793
-0.033,-0.05,0.103,-2.106,0.06239999999979773
-0.033,-0.05,0.103,-2.106,0.06260000000020227
-0.033,-0.05,0.103,-2.106,0.06280000000015207
-0.033,-0.05,0.103,-2.106,0.06300000000010186
-0.033,-0.05,0.103,-2.106,0.06320000000005166
-0.033,-0.05,0.103,-2.106,0.06340000000000146
-0.033,-0.05,0.103,-2.106,0.06359999999995125
-0.033,-0.05,0.103,-2.075,0.06379999999990105
-0.033,-0.05,0.103,-2.075,0.06399999999985084
-0.033,-0.05,0.103,-2.075,0.06419999999980064
-0.033,-0.051,0.103,-2.075,0.06440000000020518
-0.034,-0.051,0.103,-2.075,0.06460000000015498
-0.034,-0.051,0.103,-2.075,0.06480000000010477
-0.034,-0.051,0.103,-2.075,0.06500000000005457
-0.034,-0.051,0.103,-2.075,0.06520000000000437
-0.034,-0.051,0.103,-2.043,0.06539999999995416
-0.034,-0.051,0.103,-2.043,0.06559999999990396
-0.034,-0.051,0.103,-2.043,0.06579999999985375
-0.034,-0.051,0.103,-2.043,0.06599999999980355
-0.034,-0.051,0.103,-2.043,0.06620000000020809
-0.034,-0.051,0.103,-2.043,0.06640000000015789
-0.034,-0.051,0.103,-2.043,0.06660000000010768
-0.034,-0.051,0.103,-2.043,0.06680000000005748
-0.034,-0.051,0.103,-2.043,0.06700000000000728
-0.034,-0.051,0.103,-2.043,0.06719999999995707
-0.034,-0.051,0.103,-2.043,0.06739999999990687
-0.034,-0.051,0.103,-2.043,0.06759999999985666
-0.034,-0.051,0.103,-2.043,0.06779999999980646
-0.034,-0.051,0.104,-2.043,0.068000000000211
-0.034,-0.051,0.104,-2.043,0.0682000000001608
-0.034,-0.051,0.104,-2.043,0.0684000000001106
-0.034,-0.051,0.104,-2.015,0.06860000000006039
-0.034,-0.051,0.104,-2.015,0.06880000000001019
-0.034,-0.051,0.104,-2.015,0.06899999999995998
-0.034,-0.051,0.104,-2.015,0.06919999999990978
-0.034,-0.051,0.104,-2.015,0.06939999999985957
-0.034,-0.051,0.104,-2.043,0.06959999999980937
-0.034,-0.051,0.104,-2.043,0.06980000000021391
-0.034,-0.051,0.104,-2.043,0.07000000000016371
-0.034,-0.051,0.104,-2.043,0.0702000000001135
-0.034,-0.051,0.104,-2.043,0.0704000000000633
-0.034,-0.051,0.104,-2.015,0.0706000000000131
-0.034,-0.051,0.104,-2.015,0.07079999999996289
-0.034,-0.051,0.104,-2.015,0.07099999999991269
-0.034,-0.05,0.104,-2.015,0.07119999999986248
-0.034,-0.05,0.104,-2.015,0.07139999999981228
-0.033,-0.05,0.104,-2.015,0.07160000000021682
-0.033,-0.05,0.104,-2.015,0.07180000000016662
-0.033,-0.05,0.104,-1.983,0.07200000000011642
-0.033,-0.05,0.104,-1.983,0.07220000000006621
-0.033,-0.05,0.105,-1.951,0.07240000000001601
-0.033,-0.05,0.105,-1.951,0.0725999999999658
-0.033,-0.05,0.105,-1.951,0.0727999999999156
-0.033,-0.05,0.105,-1.951,0.0729999999998654
-0.033,-0.05,0.105,-1.923,0.07319999999981519
-0.033,-0.05,0.105,-1.923,0.07340000000021973
-0.033,-0.05,0.105,-1.923,0.07360000000016953
-0.033,-0.05,0.105,-1.923,0.07380000000011933
-0.033,-0.05,0.105,-1.923,0.07400000000006912
-0.033,-0.05,0.105,-1.923,0.07420000000001892
-0.033,-0.05,0.105,-1.892,0.07439999999996871
-0.032,-0.05,0.105,-1.892,0.07459999999991851
-0.032,-0.05,0.105,-1.892,0.0747999999998683
-0.032,-0.05,0.105,-1.892,0.0749999999998181
-0.032,-0.05,0.105,-1.86,0.07520000000022264
-0.032,-0.05,0.105,-1.86,0.07540000000017244
-0.032,-0.051,0.105,-1.86,0.07560000000012224
-0.032,-0.051,0.105,-1.86,0.07580000000007203
-0.032,-0.051,0.105,-1.86,0.07600000000002183
-0.032,-0.051,0.105,-1.892,0.07619999999997162
-0.032,-0.051,0.105,-1.892,0.07639999999992142
-0.031,-0.051,0.106,-1.892,0.07659999999987122
-0.031,-0.051,0.106,-1.892,0.07679999999982101
-0.031,-0.051,0.106,-1.892,0.07700000000022555
-0.031,-0.051,0.106,-1.892,0.07720000000017535
-0.031,-0.051,0.106,-1.892,0.07740000000012515
-0.031,-0.051,0.106,-1.892,0.07760000000007494
-0.031,-0.051,0.106,-1.892,0.07780000000002474
-0.031,-0.051,0.106,-1.892,0.07799999999997453
-0.031,-0.052,0.106,-1.892,0.07819999999992433
-0.031,-0.052,0.106,-1.892,0.07839999999987413
-0.031,-0.052,0.106,-1.892,0.07859999999982392
-0.031,-0.052,0.106,-1.86,0.07879999999977372
-0.031,-0.052,0.106,-1.86,0.07900000000017826
-0.031,-0.052,0.106,-1.86,0.07920000000012806
-0.031,-0.052,0.106,-1.832,0.07940000000007785
-0.031,-0.052,0.106,-1.832,0.07960000000002765
-0.031,-0.052,0.106,-1.832,0.07979999999997744
-0.031,-0.052,0.106,-1.832,0.07999999999992724
-0.031,-0.053,0.106,-1.832,0.08019999999987704
-0.031,-0.053,0.106,-1.832,0.08039999999982683
-0.031,-0.053,0.106,-1.832,0.08059999999977663
-0.031,-0.053,0.106,-1.832,0.08080000000018117
-0.031,-0.053,0.106,-1.832,0.08100000000013097
-0.031,-0.053,0.106,-1.832,0.08120000000008076
-0.031,-0.053,0.106,-1.86,0.08140000000003056
-0.031,-0.053,0.106,-1.86,0.08159999999998035
-0.031,-0.053,0.106,-1.86,0.08179999999993015
-0.031,-0.053,0.107,-1.86,0.08199999999987995
-0.031,-0.053,0.107,-1.86,0.08219999999982974
-0.031,-0.053,0.107,-1.86,0.08239999999977954
-0.031,-0.054,0.107,-1.86,0.08260000000018408
-0.031,-0.054,0.107,-1.86,0.08280000000013388
-0.031,-0.054,0.107,-1.86,0.08300000000008367
-0.031,-0.054,0.107,-1.86,0.08320000000003347
-0.031,-0.054,0.107,-1.86,0.08339999999998327
-0.031,-0.054,0.107,-1.86,0.08359999999993306
-0.031,-0.054,0.107,-1.832,0.08379999999988286
-0.031,-0.054,0.107,-1.832,0.08399999999983265
-0.031,-0.054,0.107,-1.832,0.08419999999978245
-0.031,-0.054,0.107,-1.8,0.08440000000018699
-0.031,-0.054,0.107,-1.8,0.08460000000013679
-0.031,-0.054,0.107,-1.768,0.08480000000008658
-0.031,-0.055,0.107,-1.768,0.08500000000003638
-0.031,-0.055,0.107,-1.74,0.08519999999998618
-0.032,-0.055,0.107,-1.74,0.08539999999993597
-0.032,-0.055,0.107,-1.74,0.08559999999988577
-0.032,-0.055,0.107,-1.74,0.08579999999983556
-0.032,-0.055,0.108,-1.708,0.08599999999978536
-0.032,-0.055,0.108,-1.708,0.0862000000001899
-0.032,-0.055,0.108,-1.708,0.0864000000001397
-0.032,-0.055,0.108,-1.708,0.0866000000000895
-0.032,-0.055,0.108,-1.677,0.08680000000003929
-0.032,-0.055,0.108,-1.677,0.08699999999998909
-0.033,-0.055,0.108,-1.677,0.08719999999993888
-0.033,-0.055,0.108,-1.708,0.08739999999988868
-0.033,-0.055,0.108,-1.708,0.08759999999983847
-0.033,-0.055,0.108,-1.708,0.08779999999978827
-0.033,-0.055,0.108,-1.708,0.08800000000019281
-0.033,-0.055,0.108,-1.708,0.08820000000014261
-0.033,-0.055,0.108,-1.708,0.0884000000000924
-0.033,-0.055,0.108,-1.708,0.0886000000000422
-0.033,-0.055,0.108,-1.677,0.088799999999992
-0.033,-0.055,0.108,-1.677,0.08899999999994179
-0.034,-0.055,0.108,-1.648,0.08919999999989159
-0.034,-0.055,0.108,-1.648,0.08939999999984138
-0.034,-0.055,0.108,-1.617,0.08959999999979118
-0.034,-0.055,0.108,-1.617,0.08980000000019572
-0.034,-0.055,0.109,-1.585,0.09000000000014552
-0.034,-0.055,0.109,-1.557,0.09020000000009532
-0.034,-0.055,0.109,-1.557,0.09040000000004511
-0.034,-0.055,0.109,-1.525,0.0905999999999949
-0.034,-0.055,0.109,-1.525,0.0907999999999447
-0.034,-0.055,0.109,-1.493,0.0909999999998945
-0.034,-0.055,0.109,-1.493,0.0911999999998443
-0.034,-0.055,0.109,-1.493,0.09139999999979409
-0.034,-0.055,0.109,-1.493,0.09160000000019863
-0.034,-0.055,0.109,-1.493,0.09180000000014843
-0.034,-0.055,0.109,-1.493,0.09200000000009823
-0.034,-0.055,0.109,-1.493,0.09220000000004802
-0.034,-0.055,0.109,-1.493,0.09239999999999782
-0.034,-0.055,0.109,-1.493,0.09259999999994761
-0.034,-0.055,0.109,-1.465,0.09279999999989741
-0.034,-0.055,0.109,-1.465,0.0929999999998472
-0.034,-0.055,0.109,-1.465,0.093199999999797
-0.035,-0.055,0.109,-1.434,0.09340000000020154
-0.035,-0.055,0.109,-1.434,0.09360000000015134
-0.035,-0.055,0.11,-1.434,0.09380000000010114
-0.035,-0.055,0.11,-1.434,0.09400000000005093
-0.035,-0.055,0.11,-1.402,0.09420000000000073
-0.035,-0.055,0.11,-1.402,0.09439999999995052
-0.035,-0.055,0.11,-1.402,0.09459999999990032
-0.035,-0.055,0.11,-1.402,0.09479999999985012
-0.035,-0.055,0.11,-1.402,0.09499999999979991
-0.035,-0.055,0.11,-1.402,0.09520000000020445
-0.035,-0.055,0.11,-1.402,0.09540000000015425
-0.035,-0.055,0.11,-1.374,0.09560000000010405
-0.035,-0.055,0.11,-1.374,0.09580000000005384
-0.035,-0.055,0.11,-1.374,0.09600000000000364
-0.035,-0.055,0.11,-1.374,0.09619999999995343
-0.035,-0.055,0.11,-1.342,0.09639999999990323
-0.035,-0.055,0.11,-1.342,0.09659999999985303
-0.035,-0.055,0.11,-1.31,0.09679999999980282
-0.035,-0.055,0.11,-1.31,0.09700000000020736
-0.035,-0.055,0.11,-1.282,0.09720000000015716
-0.035,-0.055,0.11,-1.282,0.09740000000010696
-0.035,-0.055,0.11,-1.25,0.09760000000005675
-0.035,-0.055,0.11,-1.25,0.09780000000000655
-0.035,-0.055,0.11,-1.25,0.09799999999995634
-0.035,-0.055,0.11,-1.219,0.09819999999990614
-0.035,-0.055,0.11,-1.219,0.09839999999985594
-0.035,-0.056,0.11,-1.219,0.09859999999980573
-0.035,-0.056,0.11,-1.219,0.09880000000021028
-0.035,-0.056,0.111,-1.219,0.09900000000016007
-0.035,-0.056,0.111,-1.191,0.09920000000010987
-0.035,-0.056,0.111,-1.191,0.09940000000005966
-0.035,-0.056,0.111,-1.191,0.09960000000000946
-0.035,-0.056,0.111,-1.191,0.09979999999995925
-0.035,-0.056,0.111,-1.191,0.09999999999990905
-0.035,-0.056,0.111,-1.191,0.10019999999985885
-0.035,-0.056,0.111,-1.159,0.10039999999980864
