I,II,RESP,SCG,timestamp
-0.077,0.085,0.171,3.327,0.012400000000013733
-0.075,0.088,0.172,3.327,0.012600000000020373
-0.073,0.091,0.172,3.327,0.012800000000027012
-0.071,0.093,0.172,3.327,0.013000000000033651
-0.07,0.096,0.173,3.296,0.013199999999983447
-0.067,0.098,0.173,3.296,0.013399999999990087
-0.065,0.101,0.174,3.296,0.013599999999996726
-0.063,0.103,0.174,3.296,0.013800000000003365
-0.061,0.106,0.175,3.265,0.014000000000010004
-0.058,0.108,0.175,3.265,0.014200000000016644
-0.056,0.111,0.175,3.235,0.014400000000023283
-0.053,0.113,0.175,3.235,0.014600000000029922
-0.05,0.116,0.176,3.204,0.014800000000036562
-0.047,0.118,0.176,3.204,0.014999999999986358
-0.044,0.121,0.177,3.174,0.015199999999992997
-0.041,0.123,0.177,3.143,0.015399999999999636
-0.038,0.125,0.177,3.113,0.015600000000006276
-0.034,0.127,0.178,3.113,0.015800000000012915
-0.031,0.129,0.178,3.052,0.016000000000019554
-0.027,0.132,0.179,3.021,0.016200000000026193
-0.024,0.133,0.179,2.991,0.016400000000032833
-0.02,0.136,0.179,2.96,0.01659999999998263
-0.016,0.138,0.18,2.899,0.016799999999989268
-0.012,0.139,0.18,2.868,0.016999999999995907
-0.007,0.141,0.18,2.838,0.017200000000002547
-0.003,0.143,0.181,2.777,0.017400000000009186
0.002,0.145,0.181,2.747,0.017600000000015825
0.006,0.146,0.182,2.716,0.017800000000022465
0.011,0.148,0.182,2.655,0.018000000000029104
0.016,0.15,0.182,2.624,0.018200000000035743
0.021,0.151,0.183,2.594,0.01839999999998554
0.027,0.153,0.183,2.533,0.01859999999999218
0.032,0.154,0.183,2.503,0.018799999999998818
0.038,0.156,0.184,2.503,0.019000000000005457
0.043,0.157,0.184,2.472,0.019200000000012096
0.049,0.158,0.185,2.472,0.019400000000018736
0.055,0.16,0.185,2.441,0.019600000000025375
0.061,0.161,0.185,2.441,0.019800000000032014
0.067,0.162,0.186,2.411,0.01999999999998181
0.073,0.163,0.186,2.38,0.02019999999998845
0.079,0.164,0.186,2.35,0.02039999999999509
0.086,0.165,0.187,2.319,0.020600000000001728
0.092,0.166,0.187,2.289,0.020800000000008367
0.099,0.167,0.188,2.258,0.021000000000015007
0.106,0.168,0.188,2.197,0.021200000000021646
0.113,0.168,0.188,2.167,0.021400000000028285
0.12,0.169,0.189,2.136,0.021600000000034925
0.128,0.17,0.189,2.075,0.02179999999998472
0.135,0.171,0.19,2.014,0.02199999999999136
0.142,0.172,0.19,1.984,0.022199999999998
0.15,0.172,0.19,1.923,0.02240000000000464
0.157,0.173,0.19,1.892,0.022600000000011278
0.165,0.174,0.191,1.831,0.022800000000017917
0.173,0.174,0.191,1.801,0.023000000000024556
0.181,0.175,0.192,1.74,0.023200000000031196
0.19,0.175,0.192,1.709,0.02339999999998099
0.198,0.176,0.192,1.648,0.02359999999998763
0.206,0.176,0.193,1.617,0.02379999999999427
0.215,0.177,0.193,1.556,0.02400000000000091
0.223,0.177,0.193,1.496,0.02420000000000755
0.232,0.178,0.194,1.465,0.024400000000014188
0.241,0.178,0.194,1.404,0.024600000000020827
0.25,0.179,0.194,1.343,0.024800000000027467
0.259,0.179,0.195,1.282,0.025000000000034106
0.269,0.18,0.195,1.221,0.025199999999983902
0.278,0.18,0.196,1.16,0.02539999999999054
0.288,0.181,0.196,1.099,0.02559999999999718
0.298,0.181,0.196,1.038,0.02580000000000382
0.308,0.182,0.197,0.977,0.02600000000001046
0.318,0.182,0.197,0.946,0.0262000000000171
0.328,0.183,0.197,0.885,0.026400000000023738
0.338,0.183,0.198,0.824,0.026600000000030377
0.349,0.184,0.198,0.793,0.026800000000037016
0.359,0.185,0.198,0.733,0.026999999999986812
0.37,0.185,0.199,0.702,0.02719999999999345
0.381,0.186,0.199,0.641,0.02740000000000009
0.391,0.186,0.2,0.61,0.02760000000000673
0.403,0.187,0.2,0.549,0.02780000000001337
0.414,0.187,0.2,0.519,0.02800000000002001
0.425,0.188,0.2,0.488,0.028200000000026648
0.436,0.188,0.201,0.427,0.028400000000033288
0.448,0.189,0.201,0.397,0.028599999999983083
0.459,0.189,0.202,0.366,0.028799999999989723
0.471,0.19,0.202,0.336,0.028999999999996362
0.483,0.19,0.202,0.275,0.029200000000003
0.494,0.191,0.203,0.244,0.02940000000000964
0.506,0.191,0.203,0.214,0.02960000000001628
0.518,0.191,0.203,0.183,0.02980000000002292
0.53,0.192,0.204,0.122,0.03000000000002956
0.542,0.192,0.204,0.091,0.030200000000036198
0.555,0.193,0.204,0.03,0.030399999999985994
0.567,0.193,0.205,0.0,0.030599999999992633
0.579,0.193,0.205,-0.061,0.030799999999999272
0.591,0.193,0.205,-0.122,0.03100000000000591
0.603,0.193,0.206,-0.183,0.03120000000001255
0.616,0.193,0.206,-0.214,0.03140000000001919
0.628,0.194,0.207,-0.244,0.03160000000002583
0.64,0.194,0.207,-0.305,0.03180000000003247
0.653,0.194,0.207,-0.336,0.031999999999982265
0.665,0.194,0.208,-0.366,0.032199999999988904
0.677,0.194,0.208,-0.397,0.032399999999995543
0.69,0.193,0.208,-0.397,0.03260000000000218
0.702,0.193,0.209,-0.427,0.03280000000000882
0.714,0.193,0.209,-0.458,0.03300000000001546
0.726,0.193,0.209,-0.488,0.0332000000000221
0.739,0.193,0.21,-0.488,0.03340000000002874
0.751,0.192,0.21,-0.519,0.03360000000003538
0.763,0.191,0.21,-0.519,0.033799999999985175
0.775,0.191,0.211,-0.549,0.033999999999991815
0.786,0.19,0.211,-0.549,0.034199999999998454
0.798,0.189,0.211,-0.58,0.03440000000000509
0.81,0.188,0.212,-0.61,0.03460000000001173
0.822,0.187,0.212,-0.641,0.03480000000001837
0.833,0.186,0.212,-0.671,0.03500000000002501
0.845,0.185,0.213,-0.702,0.03520000000003165
0.856,0.183,0.213,-0.733,0.035399999999981446
0.867,0.182,0.213,-0.763,0.035599999999988086
0.878,0.18,0.214,-0.793,0.035799999999994725
0.889,0.179,0.214,-0.824,0.036000000000001364
0.9,0.176,0.214,-0.854,0.036200000000008004
0.911,0.174,0.215,-0.885,0.03640000000001464
0.921,0.172,0.215,-0.946,0.03660000000002128
0.931,0.17,0.215,-0.977,0.03680000000002792
0.941,0.167,0.216,-1.007,0.03700000000003456
0.952,0.164,0.216,-1.038,0.03719999999998436
0.961,0.161,0.216,-1.068,0.037399999999990996
0.971,0.158,0.217,-1.099,0.037599999999997635
0.98,0.154,0.217,-1.129,0.037800000000004275
0.989,0.151,0.217,-1.129,0.038000000000010914
0.998,0.147,0.218,-1.16,0.03820000000001755
1.007,0.143,0.218,-1.16,0.03840000000002419
1.015,0.139,0.219,-1.19,0.03860000000003083
1.023,0.134,0.219,-1.19,0.03880000000003747
1.031,0.13,0.219,-1.19,0.03899999999998727
1.039,0.125,0.219,-1.19,0.039199999999993906
1.046,0.12,0.22,-1.19,0.039400000000000546
1.053,0.115,0.22,-1.19,0.039600000000007185
1.06,0.109,0.22,-1.221,0.039800000000013824
1.066,0.103,0.221,-1.221,0.040000000000020464
1.072,0.098,0.221,-1.251,0.0402000000000271
1.078,0.092,0.221,-1.251,0.04040000000003374
1.083,0.085,0.222,-1.282,0.04059999999998354
1.088,0.079,0.222,-1.312,0.04079999999999018
1.093,0.072,0.222,-1.312,0.04099999999999682
1.097,0.065,0.222,-1.343,0.041200000000003456
1.101,0.058,0.223,-1.373,0.041400000000010095
1.105,0.051,0.223,-1.404,0.041600000000016735
1.108,0.043,0.224,-1.434,0.041800000000023374
1.111,0.036,0.224,-1.465,0.04200000000003001
1.113,0.028,0.224,-1.496,0.04220000000003665
1.115,0.02,0.225,-1.526,0.04239999999998645
1.117,0.012,0.225,-1.556,0.04259999999999309
1.118,0.003,0.225,-1.587,0.04279999999999973
1.119,-0.005,0.226,-1.587,0.043000000000006366
1.12,-0.014,0.226,-1.617,0.043200000000013006
1.12,-0.023,0.226,-1.648,0.043400000000019645
1.119,-0.032,0.226,-1.648,0.043600000000026284
1.118,-0.041,0.227,-1.648,0.043800000000032924
1.117,-0.05,0.227,-1.678,0.04399999999998272
1.116,-0.06,0.227,-1.678,0.04419999999998936
1.114,-0.069,0.228,-1.678,0.044399999999996
1.111,-0.078,0.228,-1.678,0.04460000000000264
1.109,-0.088,0.228,-1.709,0.04480000000000928
1.105,-0.097,0.229,-1.709,0.045000000000015916
1.102,-0.107,0.229,-1.74,0.045200000000022555
1.098,-0.117,0.229,-1.77,0.045400000000029195
1.093,-0.127,0.23,-1.801,0.045600000000035834
1.089,-0.136,0.23,-1.831,0.04579999999998563
1.083,-0.146,0.23,-1.831,0.04599999999999227
1.078,-0.156,0.231,-1.861,0.04619999999999891
1.072,-0.166,0.231,-1.892,0.04640000000000555
1.065,-0.176,0.231,-1.923,0.04660000000001219
1.059,-0.186,0.232,-1.953,0.04680000000001883
1.052,-0.195,0.232,-1.984,0.047000000000025466
1.044,-0.205,0.232,-2.014,0.047200000000032105
1.036,-0.215,0.233,-2.014,0.0473999999999819
1.028,-0.225,0.233,-2.045,0.04759999999998854
1.019,-0.234,0.233,-2.075,0.04779999999999518
1.01,-0.244,0.233,-2.106,0.04800000000000182
1.001,-0.253,0.234,-2.136,0.04820000000000846
0.992,-0.262,0.234,-2.167,0.0484000000000151
0.981,-0.272,0.234,-2.228,0.04860000000002174
0.971,-0.281,0.235,-2.258,0.048800000000028376
0.96,-0.29,0.235,-2.289,0.049000000000035016
0.95,-0.299,0.235,-2.319,0.04919999999998481
0.938,-0.308,0.236,-2.35,0.04939999999999145
0.927,-0.316,0.236,-2.38,0.04959999999999809
0.915,-0.324,0.236,-2.411,0.04980000000000473
0.903,-0.333,0.237,-2.441,0.05000000000001137
0.891,-0.341,0.237,-2.472,0.05020000000001801
0.878,-0.349,0.237,-2.503,0.05040000000002465
0.865,-0.356,0.237,-2.533,0.05060000000003129
0.852,-0.364,0.238,-2.564,0.05079999999998108
0.839,-0.371,0.238,-2.594,0.05099999999998772
0.825,-0.378,0.238,-2.655,0.05119999999999436
0.811,-0.385,0.239,-2.686,0.051400000000001
0.797,-0.392,0.239,-2.747,0.05160000000000764
0.783,-0.398,0.239,-2.777,0.05180000000001428
0.769,-0.404,0.24,-2.838,0.05200000000002092
0.755,-0.41,0.24,-2.899,0.05220000000002756
0.74,-0.415,0.24,-2.96,0.0524000000000342
0.725,-0.421,0.24,-3.021,0.05259999999998399
0.71,-0.426,0.241,-3.082,0.05279999999999063
0.696,-0.431,0.241,-3.143,0.05299999999999727
0.681,-0.435,0.241,-3.204,0.05320000000000391
0.665,-0.439,0.242,-3.265,0.05340000000001055
0.65,-0.443,0.242,-3.296,0.05360000000001719
0.635,-0.447,0.242,-3.357,0.05380000000002383
0.62,-0.45,0.242,-3.418,0.05400000000003047
0.604,-0.453,0.243,-3.479,0.05420000000003711
0.589,-0.456,0.243,-3.51,0.0543999999999869
0.574,-0.459,0.243,-3.571,0.05459999999999354
0.558,-0.461,0.244,-3.631,0.05480000000000018
0.543,-0.463,0.244,-3.662,0.05500000000000682
0.528,-0.464,0.244,-3.723,0.05520000000001346
0.513,-0.466,0.244,-3.754,0.0554000000000201
0.497,-0.467,0.245,-3.815,0.05560000000002674
0.483,-0.468,0.245,-3.845,0.05580000000003338
0.468,-0.468,0.245,-3.906,0.055999999999983174
0.453,-0.469,0.246,-3.937,0.056199999999989814
0.438,-0.469,0.246,-3.998,0.05639999999999645
0.423,-0.468,0.246,-4.028,0.05660000000000309
0.408,-0.468,0.247,-4.059,0.05680000000000973
0.394,-0.467,0.247,-4.09,0.05700000000001637
0.38,-0.466,0.247,-4.15,0.05720000000002301
0.366,-0.464,0.247,-4.181,0.05740000000002965
0.352,-0.463,0.248,-4.211,0.05760000000003629
0.338,-0.461,0.248,-4.242,0.057799999999986085
0.324,-0.459,0.248,-4.273,0.057999999999992724
0.311,-0.457,0.248,-4.303,0.05819999999999936
0.297,-0.454,0.249,-4.334,0.058400000000006
0.284,-0.452,0.249,-4.364,0.05860000000001264
0.271,-0.449,0.249,-4.364,0.05880000000001928
0.258,-0.446,0.25,-4.394,0.05900000000002592
0.246,-0.442,0.25,-4.425,0.05920000000003256
0.234,-0.439,0.25,-4.455,0.059399999999982356
0.222,-0.435,0.251,-4.486,0.059599999999988995
0.21,-0.431,0.251,-4.517,0.059799999999995634
0.198,-0.427,0.251,-4.517,0.060000000000002274
0.187,-0.423,0.251,-4.547,0.06020000000000891
0.176,-0.419,0.252,-4.578,0.06040000000001555
0.165,-0.414,0.252,-4.578,0.06060000000002219
0.154,-0.41,0.252,-4.578,0.06080000000002883
0.143,-0.405,0.252,-4.608,0.06100000000003547
0.133,-0.4,0.253,-4.608,0.061199999999985266
0.123,-0.395,0.253,-4.608,0.061399999999991905
0.114,-0.39,0.253,-4.639,0.061599999999998545
0.104,-0.385,0.254,-4.639,0.061800000000005184
0.095,-0.38,0.254,-4.669,0.06200000000001182
0.085,-0.375,0.254,-4.669,0.06220000000001846
0.077,-0.37,0.255,-4.669,0.0624000000000251
0.068,-0.364,0.255,-4.7,0.06260000000003174
0.06,-0.359,0.255,-4.7,0.06279999999998154
0.052,-0.353,0.255,-4.7,0.06299999999998818
0.044,-0.348,0.255,-4.73,0.06319999999999482
0.037,-0.342,0.256,-4.73,0.06340000000000146
0.029,-0.337,0.256,-4.73,0.0636000000000081
0.022,-0.331,0.256,-4.73,0.06380000000001473
0.016,-0.326,0.257,-4.73,0.06400000000002137
0.009,-0.32,0.257,-4.73,0.06420000000002801
0.003,-0.314,0.257,-4.73,0.06440000000003465
-0.003,-0.309,0.258,-4.761,0.06459999999998445
-0.009,-0.303,0.258,-4.761,0.06479999999999109
-0.015,-0.298,0.258,-4.761,0.06499999999999773
-0.02,-0.292,0.258,-4.73,0.06520000000000437
-0.025,-0.287,0.258,-4.73,0.065400000000011
-0.03,-0.281,0.259,-4.73,0.06560000000001764
-0.034,-0.276,0.259,-4.73,0.06580000000002428
-0.039,-0.27,0.259,-4.73,0.06600000000003092
-0.043,-0.265,0.26,-4.7,0.06619999999998072
-0.047,-0.259,0.26,-4.7,0.06639999999998736
-0.051,-0.254,0.26,-4.7,0.066599999999994
-0.054,-0.249,0.26,-4.669,0.06680000000000064
-0.057,-0.244,0.261,-4.669,0.06700000000000728
-0.06,-0.238,0.261,-4.669,0.06720000000001392
-0.063,-0.233,0.261,-4.639,0.06740000000002055
-0.066,-0.228,0.262,-4.639,0.0676000000000272
-0.069,-0.223,0.262,-4.608,0.06780000000003383
-0.071,-0.218,0.262,-4.578,0.06799999999998363
-0.073,-0.214,0.262,-4.547,0.06819999999999027
-0.075,-0.209,0.262,-4.517,0.06839999999999691
-0.077,-0.204,0.263,-4.486,0.06860000000000355
-0.079,-0.199,0.263,-4.425,0.06880000000001019
-0.081,-0.195,0.263,-4.394,0.06900000000001683
-0.082,-0.19,0.264,-4.334,0.06920000000002346
-0.083,-0.186,0.264,-4.273,0.0694000000000301
-0.084,-0.181,0.264,-4.242,0.06960000000003674
-0.085,-0.177,0.264,-4.181,0.06979999999998654
-0.086,-0.172,0.265,-4.12,0.06999999999999318
-0.087,-0.168,0.265,-4.059,0.07019999999999982
-0.088,-0.164,0.265,-3.998,0.07040000000000646
-0.088,-0.16,0.265,-3.937,0.0706000000000131
-0.089,-0.156,0.265,-3.876,0.07080000000001974
-0.089,-0.152,0.266,-3.815,0.07100000000002638
-0.09,-0.148,0.266,-3.723,0.07120000000003301
-0.09,-0.144,0.266,-3.662,0.07139999999998281
-0.09,-0.14,0.267,-3.601,0.07159999999998945
-0.09,-0.136,0.267,-3.54,0.07179999999999609
-0.09,-0.132,0.267,-3.479,0.07200000000000273
-0.09,-0.129,0.267,-3.387,0.07220000000000937
-0.09,-0.125,0.268,-3.327,0.07240000000001601
-0.09,-0.122,0.268,-3.265,0.07260000000002265
-0.09,-0.118,0.268,-3.204,0.07280000000002929
-0.09,-0.115,0.268,-3.143,0.07300000000003593
-0.09,-0.112,0.269,-3.113,0.07319999999998572
-0.09,-0.108,0.269,-3.052,0.07339999999999236
-0.09,-0.105,0.269,-3.021,0.073599999999999
-0.09,-0.102,0.269,-2.991,0.07380000000000564
-0.09,-0.099,0.27,-2.96,0.07400000000001228
-0.09,-0.096,0.27,-2.899,0.07420000000001892
-0.089,-0.093,0.27,-2.868,0.07440000000002556
-0.089,-0.09,0.27,-2.838,0.0746000000000322
-0.089,-0.087,0.271,-2.808,0.07479999999998199
-0.089,-0.084,0.271,-2.747,0.07499999999998863
-0.089,-0.081,0.271,-2.716,0.07519999999999527
-0.089,-0.079,0.271,-2.655,0.07540000000000191
-0.089,-0.076,0.272,-2.624,0.07560000000000855
-0.089,-0.074,0.272,-2.564,0.07580000000001519
-0.089,-0.071,0.272,-2.503,0.07600000000002183
-0.089,-0.068,0.272,-2.472,0.07620000000002847
-0.089,-0.066,0.273,-2.411,0.0764000000000351
-0.089,-0.063,0.273,-2.35,0.0765999999999849
-0.089,-0.061,0.273,-2.289,0.07679999999999154
-0.089,-0.059,0.273,-2.228,0.07699999999999818
-0.089,-0.056,0.273,-2.167,0.07720000000000482
-0.089,-0.054,0.274,-2.106,0.07740000000001146
-0.089,-0.052,0.274,-2.045,0.0776000000000181
-0.089,-0.05,0.274,-1.984,0.07780000000002474
-0.089,-0.048,0.275,-1.923,0.07800000000003138
-0.089,-0.045,0.275,-1.892,0.07819999999998117
-0.089,-0.043,0.275,-1.831,0.07839999999998781
-0.089,-0.041,0.275,-1.77,0.07859999999999445
-0.09,-0.039,0.276,-1.709,0.07880000000000109
-0.09,-0.038,0.276,-1.648,0.07900000000000773
-0.09,-0.036,0.276,-1.587,0.07920000000001437
-0.09,-0.034,0.276,-1.526,0.07940000000002101
-0.09,-0.032,0.276,-1.465,0.07960000000002765
-0.091,-0.031,0.277,-1.404,0.07980000000003429
-0.091,-0.029,0.277,-1.343,0.07999999999998408
-0.091,-0.027,0.277,-1.282,0.08019999999999072
-0.092,-0.026,0.277,-1.251,0.08039999999999736
-0.092,-0.024,0.278,-1.19,0.080600000000004
-0.092,-0.023,0.278,-1.129,0.08080000000001064
-0.093,-0.021,0.278,-1.099,0.08100000000001728
-0.093,-0.02,0.278,-1.038,0.08120000000002392
-0.094,-0.018,0.279,-0.977,0.08140000000003056
-0.094,-0.017,0.279,-0.946,0.0816000000000372
-0.095,-0.016,0.279,-0.885,0.081799999999987
-0.095,-0.015,0.279,-0.824,0.08199999999999363
-0.096,-0.014,0.28,-0.793,0.08220000000000027
-0.096,-0.013,0.28,-0.733,0.08240000000000691
-0.097,-0.012,0.28,-0.702,0.08260000000001355
-0.097,-0.01,0.28,-0.641,0.08280000000002019
-0.098,-0.009,0.28,-0.61,0.08300000000002683
-0.098,-0.009,0.281,-0.549,0.08320000000003347
-0.099,-0.008,0.281,-0.519,0.08339999999998327
-0.099,-0.007,0.281,-0.488,0.0835999999999899
-0.1,-0.006,0.281,-0.427,0.08379999999999654
-0.101,-0.006,0.282,-0.397,0.08400000000000318
-0.101,-0.005,0.282,-0.366,0.08420000000000982
-0.102,-0.005,0.282,-0.305,0.08440000000001646
-0.102,-0.004,0.282,-0.275,0.0846000000000231
-0.103,-0.003,0.282,-0.244,0.08480000000002974
-0.103,-0.003,0.283,-0.214,0.08500000000003638
-0.104,-0.002,0.283,-0.214,0.08519999999998618
-0.105,-0.002,0.283,-0.183,0.08539999999999281
-0.105,-0.002,0.283,-0.153,0.08559999999999945
-0.106,-0.002,0.284,-0.122,0.0858000000000061
-0.106,-0.001,0.284,-0.091,0.08600000000001273
-0.106,-0.001,0.284,-0.061,0.08620000000001937
-0.107,-0.001,0.284,-0.03,0.08640000000002601
-0.107,-0.001,0.284,0.0,0.08660000000003265
-0.108,-0.0,0.285,0.03,0.08679999999998245
-0.108,-0.0,0.285,0.091,0.08699999999998909
-0.109,-0.0,0.285,0.122,0.08719999999999573
-0.109,-0.0,0.285,0.153,0.08740000000000236
-0.109,0.0,0.286,0.183,0.087600000000009
-0.11,0.0,0.286,0.244,0.08780000000001564
-0.11,-0.0,0.286,0.305,0.08800000000002228
-0.11,-0.0,0.286,0.366,0.08820000000002892
-0.111,-0.0,0.287,0.427,0.08840000000003556
-0.111,-0.0,0.287,0.488,0.08859999999998536
-0.111,-0.001,0.287,0.549,0.088799999999992
-0.111,-0.001,0.287,0.61,0.08899999999999864
-0.112,-0.001,0.287,0.641,0.08920000000000528
-0.112,-0.001,0.287,0.702,0.08940000000001191
-0.112,-0.001,0.288,0.763,0.08960000000001855
-0.112,-0.002,0.288,0.824,0.08980000000002519
-0.112,-0.002,0.288,0.854,0.09000000000003183
-0.112,-0.002,0.288,0.916,0.09019999999998163
-0.112,-0.002,0.289,0.946,0.09039999999998827
-0.112,-0.002,0.289,1.007,0.0905999999999949
-0.112,-0.003,0.289,1.038,0.09080000000000155
-0.112,-0.003,0.289,1.068,0.09100000000000819
-0.112,-0.003,0.289,1.129,0.09120000000001482
-0.112,-0.004,0.29,1.16,0.09140000000002146
-0.112,-0.004,0.29,1.221,0.0916000000000281
-0.112,-0.004,0.29,1.251,0.09180000000003474
-0.112,-0.005,0.29,1.282,0.09199999999998454
-0.111,-0.005,0.291,1.343,0.09219999999999118
-0.111,-0.005,0.291,1.373,0.09239999999999782
-0.111,-0.006,0.291,1.434,0.09260000000000446
-0.11,-0.006,0.291,1.465,0.0928000000000111
-0.11,-0.006,0.291,1.496,0.09300000000001774
-0.11,-0.007,0.291,1.526,0.09320000000002437
-0.11,-0.007,0.292,1.556,0.09340000000003101
-0.109,-0.008,0.292,1.587,0.09359999999998081
-0.109,-0.008,0.292,1.617,0.09379999999998745
-0.109,-0.008,0.292,1.617,0.09399999999999409
-0.108,-0.009,0.293,1.617,0.09420000000000073
-0.108,-0.009,0.293,1.648,0.09440000000000737
-0.107,-0.009,0.293,1.648,0.094600000000014
-0.107,-0.009,0.293,1.648,0.09480000000002065
-0.106,-0.01,0.293,1.648,0.09500000000002728
-0.106,-0.01,0.294,1.648,0.09520000000003392
-0.106,-0.01,0.294,1.648,0.09539999999998372
-0.105,-0.011,0.294,1.648,0.09559999999999036
-0.105,-0.011,0.294,1.678,0.095799999999997
-0.104,-0.011,0.294,1.678,0.09600000000000364
-0.104,-0.011,0.294,1.678,0.09620000000001028
-0.103,-0.012,0.295,1.709,0.09640000000001692
-0.103,-0.012,0.295,1.74,0.09660000000002356
-0.102,-0.012,0.295,1.74,0.0968000000000302
-0.102,-0.012,0.295,1.77,0.09700000000003683
-0.101,-0.012,0.296,1.801,0.09719999999998663
-0.101,-0.012,0.296,1.831,0.09739999999999327
-0.1,-0.012,0.296,1.831,0.09759999999999991
-0.1,-0.012,0.296,1.861,0.09780000000000655
-0.1,-0.013,0.296,1.861,0.09800000000001319
-0.099,-0.013,0.297,1.892,0.09820000000001983
-0.099,-0.013,0.297,1.892,0.09840000000002647
-0.099,-0.013,0.297,1.923,0.0986000000000331
-0.098,-0.013,0.297,1.923,0.0987999999999829
-0.098,-0.013,0.297,1.923,0.09899999999998954
-0.097,-0.013,0.298,1.953,0.09919999999999618
-0.097,-0.013,0.298,1.953,0.09940000000000282
-0.097,-0.013,0.298,1.984,0.09960000000000946
-0.097,-0.013,0.298,1.984,0.0998000000000161
-0.096,-0.013,0.298,2.014,0.10000000000002274
-0.096,-0.013,0.298,2.014,0.10020000000002938
-0.096,-0.013,0.299,2.045,0.10040000000003602
-0.096,-0.013,0.299,2.075,0.10059999999998581
-0.096,-0.013,0.299,2.075,0.10079999999999245
-0.096,-0.013,0.299,2.106,0.10099999999999909
-0.095,-0.013,0.3,2.106,0.10120000000000573
-0.095,-0.013,0.3,2.136,0.10140000000001237
-0.095,-0.013,0.3,2.167,0.10160000000001901
-0.095,-0.013,0.3,2.167,0.10180000000002565
-0.095,-0.012,0.3,2.197,0.10200000000003229
-0.095,-0.012,0.301,2.197,0.10219999999998208
-0.095,-0.012,0.301,2.228,0.10239999999998872
-0.095,-0.012,0.301,2.258,0.10259999999999536
-0.095,-0.012,0.301,2.258,0.102800000000002
-0.095,-0.012,0.301,2.289,0.10300000000000864
-0.095,-0.012,0.302,2.319,0.10320000000001528
-0.095,-0.011,0.302,2.319,0.10340000000002192
-0.095,-0.011,0.302,2.319,0.10360000000002856
-0.095,-0.011,0.302,2.319,0.1038000000000352
-0.095,-0.011,0.302,2.319,0.103999999999985
-0.095,-0.01,0.302,2.319,0.10419999999999163
